OCCU_DESC,WK_TYPE,CJOB1_COUNT,CJOB_NAME1,CJOB2_COUNT,CJOB_NAME2,JOB_PERSON,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,NT_L,NT_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE
"外勤業務人員(12/18信義站小徵)",全職,02,業務／貿易／銷售,020102,業務人員,1,20260207,"1.國內業務接洽推展與產品展示2.維繫穩定客戶關係3.通路檔期/促銷活動規劃4.客訴處理5.執行主管交辦事項6.業績獎金另計",台北市內湖區,無,日班,月薪,34000,39000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=551968&HIRE_ID=13989229","馥餘實業股份有限公司",20251209
"Senior Value Added Client Service Representative 高級客戶服務代表",全職,03,人資／法務／智財,030102,人力資源專員,1,額滿為止,"1.	與客戶密切合作，確保準確且及時的勞動退休金、全民健康保險、勞工/就業保險及個人綜合所得稅務相關計算及申報。2.	與內部團隊密切協調，確保客戶服務能被準確、及時且專業地交付。3.	維持客戶關係以提升客戶滿意度。4.	向客戶提供勞動法、勞動退休金、全民健康保險、勞工/就業保險、個人綜合所得稅法令等方面的建議與諮詢。 5.	維護內部服務程序手冊及業務流程文件。6.	參與服務的測試與協助系統升級。7.	協助客戶服務經理檢視並改進服務流程與程序。8.	參與客戶會議，提供專業的建議。9.	代表團隊扮演一般服務顧問。10.	必要時協助客戶服務經理為新進客服代表提供指導。11.	支援內部自行查核。",台北市信義區,5年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2604749&HIRE_ID=13966279","安德普翰台灣股份有限公司",20251127
"Business Development Manager (Sales) – Asia Pacific region",全職,02,業務／貿易／銷售,020102,業務人員,2,額滿為止,"•	在亞太地區域市場內，積極拓展新客源並持續增長銷售額。•	穩定發展與維持客戶關係，以確保高客戶滿意度與忠誠度。•	面對詭譎多變的市場與技術，能迅速調整銷售策略。•	追蹤專案與銷售細節，並主動定期向管理階層報告。•	分析現有客戶之觸控面板和顯示器的方案，並找到有競爭力的替代方案或改善方法。•	向客戶提供技術建議並整合觸控面板和顯示器的相關解決方案，以產出合適的成品。•	保持與客戶工程技術部門的良性互動，並及時提供技術支援。•	能與工廠團隊進行有效率溝通（專案討論、報價議價、品管相關和工程技術）。•	協助工廠品保部門，向客戶解釋產品狀況與提供相關故障分析。•	在提供客戶任何文件報告前(如：規格書、故障分析報告、矯正措施報告…)，需詳細檢查內容細節，以確保文檔內資訊和文意的正確性。",台北市中正區,5年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),-,-,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2564237&HIRE_ID=13870279","香港商新輝開顯示技術(香港)有限公司",20251013
"外場儲備經理",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,3,20260116,"有意願在餐飲產業發展也願意接受培訓計畫吉比鮮釀餐廳為您準備適合的職位Q：我不知道自己是否適合這個職位，怎麼辦？A ：首先要有意願在餐飲產業發展，        GBA外場儲備經理培訓計畫，成就你在美式餐飲外場管理專才。Q：儲備外場經理培訓需要多久時間，才能成為正式的外場經理呢？A：至少半年~一年喔！我們的培訓計畫會根據學習情況調整。        初期要先學會三個外場工作站：接待員、桌邊服務員、調酒員       (每個人學習適應的能力不同，藉由考核幫助您調整培訓進度)Q：我是社會新鮮人，或是沒有相關經驗也可以應徵嗎？A：歡迎應屆畢業生或是還在尋找職涯方向的社會新鮮人，       無相關工作經驗也ok，       因為我們更在意的是你對工作的熱忱和學習意願。Q：我想轉職，但不確定這個工作是否適合我？A：請您先投遞履歷，然後加入吉比鮮釀餐廳招募官方LINE：@068mqhnz       可與線上HR聊聊，幫助你評估。Q：通常會安排在哪一間門市訓練呢？A：訓練門市會以雙北地區門市為主。       當你成為一位合格的外場經理，要能接受公司工作門市調度安排。Q：外場儲備經理的薪資？A：40000元~45000元( 依面試評估敘薪)       有餐飲方面工作經驗或實習經驗有加分喔！",台北市不限,無,輪班二班制,月薪,45000,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=877971&HIRE_ID=13942303","吉比鮮釀股份有限公司",20251117
"兼職人員12/11",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,6,20251211,"設桌、收桌、備料、洗碗、環境清潔。【信義站12/11(四)14:00-16:00現場徵才活動】",台北市信義區,無,輪班二班制,時薪,230,-,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2518791&HIRE_ID=13933131","豊漁股份有限公司",20251112
"重機械操作人員",全職,10,技術／維修／操作,100390,其它機械操作員,2,20251231,"從事操作安裝之各種半自動、自動或數值控制機器。",台北市文山區,無,日班,月薪,40000,45000,國中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=150704&HIRE_ID=13665069","環球琺瑯工業股份有限公司",20250709
"op文件助理",全職,02,業務／貿易／銷售,020202,押匯及報關人員,2,20251231,"本公司為國際海空運貨運承攬業 : 負責核對出貨文件、處理進出口押匯，及執行報關程序與處理報關業務等工作。",台北市中山區,無,日班,月薪,30000,35000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=423487&HIRE_ID=13900341","昇通國際有限公司",20251106
"計時/兼職夥伴-信義信安 (時薪$200起)",兼職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,額滿為止,"1. 連鎖速食店產品製作與顧客服務。2. 例行性清潔工作。3. 每週彈性排班(每次上班至少4小時)。4. 歡迎學生、二度就業、等所有求職者(無經驗可)。上班時段日班/晚班/假日班，排班區間:09:00~23:00(輪班、排班、加班等皆符合勞動基準法令相關規定)，需輪班工作技能櫃檯門市接待與需求服務、產品介紹及解說銷售、飲料調製、食物製前準備",台北市信義區,無,部份工時：時分至時分,時薪,200,-,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=98205&HIRE_ID=13898715","二十一世紀生活事業股份有限公司",20251028
"油品業務室室長",全職,02,業務／貿易／銷售,020101,業務主管,1,20251231,"1.各區組銷售與業績管理。2.擬定業務專案與開發策略。3.業務團隊管理與培訓。4.分析市場趨勢。5.內部協調與報告。6.主管交辦事項。",台北市大安區,2年以上,日班,月薪,40000,-,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1236&HIRE_ID=13623379","全鋒汽車股份有限公司",20250620
"資訊工程師(MIS) / 資訊助理",全職,08,資訊／軟體／系統,080306,MIS╱網管類人員,1,20260130,"1.電腦資訊網路系統、軟硬體及周邊設備請購、安裝、設定、維護、故障排除2.網路系統管理、Email伺服器維護管理3.電腦設備及各式印表機配備維護保修、網路及電源線配置作業4.各項資訊設備及系統採購前之專業技術評估及建議5.辦公室消防、水電、空調、電話總機系統、設備租賃等維護與派修6.UPS及發電機等備援系統管理7.標案、專案事項處理8.主管交辦事項---------------------------------------------------------------------------------------------------------------------------【2025 新北市現場徵才活動-三重區永盛市民活動中心】活動時間:114/12/12(五) 10：00-14：00活動地點:三重區永盛市民活動中心詳細地址:新北市三重區車路頭街133號1樓(永盛公園)＜近捷運三和國中站＞活動資訊請開啟以下網址【https://ilabor.ntpc.gov.tw/cloud/GoodJob/activities_content/1065037295】",台北市萬華區,無,日班,月薪,31000,-,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=66288&HIRE_ID=13970309","聯維有線電視股份有限公司",20251201
"日出茶太兼職人員(1224徵才)",全職,22,其他職類,220101,兼職人員,25,額滿為止,"◎◎◎#061.調製配料製作飲品2.飲品品質把關控管3.門市POS機操作 4.維護門市環境清潔※固定或變動薪資因個人資歷或績效而異※商場百貨門市，假日排班8小時，享假日津貼加碼",台北市不限,無,日班、輪班二班制、中班,時薪,190,190,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=615074&HIRE_ID=13948067","六角國際事業股份有限公司",20251121
"電腦機房設備維護工程師",全職,08,資訊／軟體／系統,080105,資訊助理員,1,20260124,"台北台電供電區機房設備維護",台北市文山區,無,日班,月薪,32450,35000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1070948&HIRE_ID=13956081","彩棠企業有限公司",20251124
"【仁愛院區】約用病房助理(景美站12/17微徵)",全職,17,醫療／美容／保健,170113,照顧服務員,10,20251218,"維護病人個人衛生、協助病人進食、活動、安全維護、其他臨時交辦事項等(需有照服員訓練)。[薪資待遇]月薪約35,000~36,000元(不含夜班費及各項獎勵津貼)；年薪約440,000-610,000元。【12/17(三)14:00-16:00景美就業服務站微型徵才活動】",台北市大安區,無,日班、夜班、輪班三班制、中班,月薪,35000,36000,國中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=469825&HIRE_ID=13985857","臺北市立聯合醫院",20251208
"內外場人員",兼職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,3,額滿為止,"協助餐廳內外場工作。",台北市北投區,1年以上,部份工時：10時30分至14時00分,時薪,200,-,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2570835&HIRE_ID=13988831","對味瑄廚股份有限公司",20251210
"吉品海鮮-餐飲服務員(敦南店)",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,3,20251231,"1.負責跑單、擺盤、送餐及聯繫內外場之工作。2.負責客人帶位、倒水、點餐、桌邊服務等工作。3.於客人用餐完畢後，負責收拾碗盤與清理環境。",台北市松山區,無,日班、夜班、輪班二班制,月薪,33500,37800,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=975525&HIRE_ID=12337197","吉品海鮮股份有限公司敦南分公司",20250306
"大廳計時人員(此為現場徵才活動職缺)",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20251208,"協助現場顧客服務、外場營運協助等。讓每位顧客都能感受到有溫度的用餐體驗。114年12月6日（六）「中高齡友善職場聯合就業博覽會」活動時間：114年12月6日（六）10：30 ～16：00 (請於15:30前入場)活動地點：臺北車站1樓車站大廳(臺北市中正區北平西路三號) 洽詢電話：02-2338-0277*****請親洽*****想要知道更多活動資訊詳情，請於台北就業大補帖官網查詢 https://okwork.gov.taipei",台北市不限,無,日班,時薪,200,210,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=99538&HIRE_ID=13922267","王品餐飲股份有限公司",20251106
"研究計畫學士級專任助理",全職,14,教育／學術／研究,140202,研究助理,1,20251231,"協助執行研究計畫、進行資料收集分析，與政府單位、醫療院所、藥廠進行溝通聯絡、辦理即時協助藥品供應短缺評估及後續處理作業、其他交辦行政事務等事項。",台北市北投區,1年以上,日班,月薪,35000,40000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=7291&HIRE_ID=13430435","臺北榮民總醫院",20250324
"(時薪199-200)徵統一超商信德門市晚班兼職/工讀生(複製)",全職,06,客服／門市,060204,售票／收銀人員,2,20261218,"收銀櫃檯、服務客人、挑過期品、進貨捕貨、環境清潔、品質維護。，",台北市信義區,無,日班、中班,時薪,199,210,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2502537&HIRE_ID=13839101","願真企業社",20250927
"【新美齊】文山區-日班-禮賓保全人員 (月薪47K~49K 元/彈性排休)",全職,18,保全／軍警消,180101,保全人員,1,20251231,"*求職者請先透過網路投遞履歷或來電洽詢，經審核通過者將進行邀約面試*1. 貴賓接待通報與車輛引導。2. 現場緊急事件回報與處置。3. 訪客廠商過濾及登記換證作業。4. 巡邏建築物與周遭環境，留意可疑人事物，確保客戶安全。5. 包裹與掛號之收送。6. 每日勤務紀錄簿登記。7. 業主委託事項服務等臨時事項處理。公司福利：1. 季獎金（年終獎金）全年總計最高可達$18000（依當年度在職比例及年度考核為基準）2. 三節獎金、生日禮金3. 免費的專業保全教育訓練",台北市文山區,無,日班,月薪,47000,49000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2542883&HIRE_ID=13620057","新美齊保全股份有限公司",20251104
"居家照顧服務工作",兼職,17,醫療／美容／保健,170113,照顧服務員,5,20251231,"在社會福利機構、醫療機構或家庭，負責照顧病患之專業照護的工作。每月可實際領到薪資約為：33000~43000*休假方式為8周變形工時",台北市不限,無,部份工時：08時30分至17時30分,時薪,220,-,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2434047&HIRE_ID=13339605","財團法人一粒麥子社會福利慈善事業基金會附設臺北市私立有福居家長照機構",20250424
"製造業繪圖工程師",全職,09,品管／製造／環衛,090206,製造業繪圖工程師,1,額滿為止,"1.需擅長AUTO CAD軟體程式及基本文書作業軟體。2.無經驗可先到職培訓。3.連續壁施工圖繪製，數量估算。4.施工計劃書類整理。5.配合主管交辦事項。6.檔案收發。",台北市內湖區,無,日班,月薪,30000,40000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=8095&HIRE_ID=13938021","聖陸營造工程股份有限公司",20251113
